facility_code,unit_code,fueltech_id,status_id,capacity_registered,capacity_maximum,capacity_storage,emissions_factor_co2,data_first_seen,data_last_seen,dispatch_type,commencement_date,commencement_date_specificity,commencement_date_display,closure_date,closure_date_specificity,closure_date_display,expected_operation_date,expected_operation_date_specificity,expected_operation_date_display,expected_closure_date,expected_closure_date_specificity,expected_closure_date_display,construction_start_date,construction_start_date_specificity,construction_start_date_display,project_approval_date,project_approval_date_specificity,project_approval_date_display,project_lodgement_date,created_at,updated_at
DIAPURWF,DIAPURWF1,wind,operating,8.0,7.0,NA,NA,2021-11-25 17:25:00+10:00,2025-11-01 09:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2024-12-18 05:20:22+00:00
DRYCGT,DRYCGT3,gas_ocgt,operating,52.0,57.0,NA,0.8592,1998-12-10 17:45:00+10:00,2025-10-30 16:55:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2024-12-18 05:22:58+00:00
DRYCGT,DRYCGT1,gas_ocgt,operating,52.0,57.0,NA,0.8592,1998-12-08 08:15:00+10:00,2025-10-30 17:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2024-12-18 05:21:40+00:00
DRYCGT,DRYCGT2,gas_ocgt,operating,52.0,57.0,NA,0.8592,1998-12-10 17:45:00+10:00,2025-09-17 08:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2024-12-18 05:22:48+00:00
DULAWF,DULAWF1,wind,operating,180.0,173.0,NA,NA,2023-04-13 11:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-05-06 05:07:11+00:00
DUNDWF,DUNDWF2,wind,operating,46.0,46.0,NA,NA,2020-03-11 17:45:00+10:00,2025-11-01 06:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-05-06 05:27:52+00:00
DUNDWF,DUNDWF3,wind,operating,121.0,122.0,NA,NA,2020-03-11 13:50:00+10:00,2025-11-01 05:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-05-06 05:29:09+00:00
DUNDWF,DUNDWF1,wind,operating,168.0,168.0,NA,NA,2020-04-30 18:15:00+10:00,2025-11-01 05:45:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-05-06 05:26:32+00:00
PMATTAEP,PMATTAEP,gas_recip,retired,4.0,NA,NA,0.22,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:35:15+00:00,2025-06-26 03:35:21+00:00
EASTCRK,EASTCRK,bioenergy_biogas,operating,5.06,5.0,NA,0.0719,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-09-09 04:16:39+00:00
EASTCRK2,EASTCRK2,bioenergy_biogas,operating,6.74,6.74,NA,0.0716,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:49+00:00,2025-09-09 04:38:42+00:00
EDENVSF,EDENVSF1,solar_utility,operating,180.0,146.0,NA,NA,2023-02-18 13:55:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-05-06 05:10:14+00:00
EILDON,EILDON1,hydro,operating,60.0,60.0,NA,NA,1998-12-07 06:40:00+10:00,2025-10-31 20:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-05-08 04:10:29+00:00
EILDON,EILDON2,hydro,operating,60.0,60.0,NA,NA,1998-12-07 06:40:00+10:00,2025-10-31 20:15:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-05-08 04:11:01+00:00
EILDONPD,EILDON3,hydro,operating,4.5,5.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-07-21 23:40:43+00:00
ELAINEWF,ELAINWF1,wind,operating,83.6,82.0,NA,NA,2020-04-07 04:25:00+10:00,2025-11-01 10:10:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-05-08 03:30:15+00:00
EMERASF,EMERASF1,solar_utility,operating,88.0,72.0,NA,NA,2018-09-20 13:20:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-05-08 03:18:17+00:00
ENERGYB,MOR1,coal_brown,retired,90.0,NA,NA,1.6487,1998-12-07 02:50:00+10:00,2015-07-27 03:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2024-11-25 03:50:58+00:00
ENERGYB,MOR2,coal_brown,retired,30.0,NA,NA,1.6487,1998-12-07 02:50:00+10:00,2014-09-04 11:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2024-11-25 03:51:07+00:00
ENERGYB,MOR3,coal_brown,retired,75.0,NA,NA,1.6487,1998-12-07 02:50:00+10:00,2015-01-06 15:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2024-11-25 03:51:16+00:00
ERARING,ER01,coal_black,operating,720.0,750.0,NA,0.892,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-10-07 03:41:34+00:00
ERARING,ER02,coal_black,operating,720.0,750.0,NA,0.892,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-10-07 03:42:16+00:00
ERARING,ER03,coal_black,operating,720.0,750.0,NA,0.892,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-10-07 03:42:28+00:00
ERARING,ER04,coal_black,operating,720.0,750.0,NA,0.892,1998-12-07 09:30:00+10:00,2025-08-28 11:15:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2025-10-07 03:42:47+00:00
ERB,ERBL01,battery_charging,operating,614.6,460.0,1770.0,NA,2025-03-04 12:05:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-04 23:22:09+00:00,2025-03-04 23:23:54+00:00
ERB,ERBG01,battery_discharging,operating,614.6,460.0,1770.0,NA,2025-03-04 12:30:00+10:00,2025-10-31 13:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-04 23:19:48+00:00,2025-03-04 23:22:01+00:00
ERB,ERB01,battery,operating,614.6,460.0,1770.0,NA,2025-03-04 12:30:00+10:00,2025-10-31 13:40:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-06 01:09:26+00:00,2025-03-04 23:19:36+00:00
ERGT01,ERGT01,distillate,operating,41.5,56.0,NA,0.706,2013-05-28 08:00:00+10:00,2025-10-22 19:15:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:50+00:00,2024-12-18 22:14:17+00:00
0ERB2,0ERB201,battery,committed,240.0,240.0,1030.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-07 00:41:50+00:00,2025-05-01 02:39:56+00:00
0ERB2,0ERB2L1,battery_charging,committed,240.0,240.0,1030.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-07 00:52:23+00:00,2025-05-01 02:40:30+00:00
0ERB2,0ERB2G1,battery_discharging,committed,240.0,240.0,1030.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-03-07 00:53:46+00:00,2025-05-01 02:41:02+00:00
FWF,FNWF1,wind,operating,4.0,3.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-18 22:26:59+00:00,2025-06-25 23:41:58+00:00
FWF,FSWF1,wind,operating,8.0,7.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-18 22:28:18+00:00,2025-06-25 23:42:10+00:00
FINLEYSF,FINLYSF1,solar_utility,operating,162.36,133.0,NA,NA,2019-08-02 09:00:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-05-06 05:59:37+00:00
FISHER,FISHER,hydro,operating,43.2,46.0,NA,NA,2005-05-16 20:45:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2024-12-18 23:40:54+00:00
FLYCRKWF,FLYCRKWF,wind,operating,145.0,140.0,NA,NA,2023-09-20 11:00:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-05-06 06:14:47+00:00
0FULHAMSF,0FULHAMSF1,solar_utility,committed,80.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-10 23:49:29+00:00,2025-07-21 23:41:52+00:00
0FULHAMSF,0FULHAMB1,battery,committed,64.0,64.0,128.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11 00:03:18+00:00,2025-04-11 00:05:08+00:00
0FULHAMSF,0FULHAML1,battery_charging,committed,64.0,64.0,128.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11 00:05:43+00:00,2025-04-11 00:15:18+00:00
0FULHAMSF,0FULHAMG1,battery_discharging,committed,64.0,64.0,128.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-04-11 00:07:26+00:00,2025-04-11 00:08:38+00:00
GANGARR,GANGARR1,solar_utility,operating,162.0,120.0,NA,NA,2021-09-21 11:50:00+10:00,2025-11-01 06:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-05-06 06:00:34+00:00
GANNBESS,GANNBL1,battery_charging,operating,30.0,30.0,49.85,NA,2018-11-08 00:55:00+10:00,2025-11-01 12:35:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-09-01 23:35:07+00:00
GANNBESS,GANNBG1,battery_discharging,operating,30.0,30.0,49.85,NA,2018-11-08 00:55:00+10:00,2025-11-01 12:00:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-09-16 01:16:03+00:00
GANNBESS,GANNB1,battery,operating,30.0,30.0,49.85,NA,2024-08-08 05:00:00+10:00,2025-11-01 12:00:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-24 23:21:24+00:00,2025-09-16 01:27:57+00:00
GANNSF,GANNSF1,solar_utility,operating,55.0,50.0,NA,NA,2018-04-06 12:20:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-05-08 04:58:20+00:00
GEORGTWN,GEORGTN1,distillate,retired,17.0,NA,NA,0.972,2016-03-30 17:15:00+10:00,2016-05-01 08:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2024-11-25 04:03:46+00:00
GEORGTWN,GEORGTN2,distillate,retired,17.0,NA,NA,0.972,2016-03-28 17:40:00+10:00,2016-05-01 08:20:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2024-11-25 04:03:57+00:00
GERMCRK,GERMCRK,gas_wcmg,operating,45.0,45.0,NA,0.5657,2013-07-18 10:20:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2024-12-19 00:22:30+00:00
GIRGSF,GIRGSF,solar_utility,operating,93.31,76.0,NA,NA,2024-07-20 10:30:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01 04:33:56+00:00,2025-05-08 03:16:06+00:00
GSTONE,GSTONE4,coal_black,operating,280.0,285.0,NA,0.9758,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-10-07 06:09:07+00:00
GSTONE,GSTONE5,coal_black,operating,280.0,285.0,NA,0.9758,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-10-07 06:10:01+00:00
GSTONE,GSTONE3,coal_black,operating,280.0,285.0,NA,0.9758,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-10-07 06:08:38+00:00
GSTONE,GSTONE6,coal_black,operating,280.0,285.0,NA,0.9758,1998-12-07 02:50:00+10:00,2025-10-31 00:05:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-10-07 06:08:53+00:00
GSTONE,GSTONE1,coal_black,operating,280.0,285.0,NA,0.9758,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-10-07 06:09:25+00:00
GSTONE,GSTONE2,coal_black,operating,280.0,285.0,NA,0.9758,1998-12-07 02:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2025-10-07 06:09:38+00:00
GLBWNHYD,GLBWNHYD,hydro,operating,5.5,6.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:52+00:00,2024-09-03 04:00:26+00:00
0GLENELLEN,0GLENELLEN,solar_utility,committed,260.0,200.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-01-31 01:01:43+00:00,2025-10-07 03:25:05+00:00
GLENMAGG,GLENMAG1,hydro,operating,3.8,4.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2024-09-03 05:05:24+00:00
GLENNCRK,GLENNCRK,gas_wcmg,operating,12.78,12.0,NA,0.526,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2024-12-19 00:30:11+00:00
GLENSF,GLENSF1,solar_utility,operating,126.0,102.0,NA,NA,2023-11-21 09:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-17 04:41:59+00:00,2025-05-06 07:13:20+00:00
GLRWNSF,GLRWNSF1,solar_utility,operating,132.0,110.0,NA,NA,2020-12-22 07:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2025-05-06 06:43:54+00:00
0GNARWARREBESS,0GNARWARREBESSB1,battery,committed,250.0,250.0,500.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-31 04:48:42+00:00,2025-10-31 04:59:32+00:00
0GNARWARREBESS,0GNARWARREBESSL1,battery_charging,committed,250.0,250.0,500.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-31 05:00:06+00:00,2025-10-31 05:02:26+00:00
0GNARWARREBESS,0GNARWARREBESSG1,battery_discharging,committed,250.0,250.0,500.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-31 05:02:41+00:00,2025-10-31 05:04:32+00:00
GPWFEST,GPWFEST3,wind,operating,248.0,240.0,NA,NA,2025-05-30 10:00:00+10:00,2025-11-01 11:40:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01 04:27:52+00:00,2025-07-08 00:05:59+00:00
GPWFEST,GPWFEST2,wind,operating,260.4,253.0,NA,NA,2024-08-21 11:45:00+10:00,2025-11-01 11:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01 04:27:06+00:00,2025-05-01 06:05:15+00:00
GPWFEST,GPWFEST1,wind,operating,248.0,240.0,NA,NA,2024-09-18 14:00:00+10:00,2025-11-01 11:50:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-01 04:26:08+00:00,2025-05-01 05:26:35+00:00
0GPWFWST,0GPWFWST1,wind,committed,557.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-01 05:44:24+00:00,2025-05-01 05:59:00+00:00
GOONUMSF,GOONSF1,solar_utility,operating,85.0,69.0,NA,NA,2020-05-12 13:00:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2025-05-08 03:19:18+00:00
0GOORESF,0GOORESF1,solar_utility,committed,250.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-12-15 23:37:56+00:00,2025-03-21 00:06:14+00:00
GORDON,GOVILLB1,hydro,operating,25.0,NA,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2024-12-19 00:49:38+00:00
GORDON,GORDON,hydro,operating,432.0,450.0,NA,NA,2005-05-16 13:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2024-12-19 00:49:22+00:00
0GRIVSF,0GRIVBESS1,battery,committed,49.0,49.0,562.0,NA,NA,NA,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-19 07:19:31+00:00,2025-09-19 07:26:03+00:00
0GRIVSF,0GRIVBESSG1,battery_discharging,committed,49.0,49.0,562.0,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-19 07:26:24+00:00,2025-09-19 07:29:56+00:00
0GRIVSF,0GRIVBESSL1,battery_charging,committed,49.0,49.0,562.0,NA,NA,NA,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-19 07:30:03+00:00,2025-09-19 07:33:40+00:00
0GRIVSF,0GRIVSF1,solar_utility,committed,588.0,450.0,NA,NA,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-14 02:47:57+00:00,2025-09-22 05:15:17+00:00
GSWF,GSWF1A,wind,operating,209.0,201.0,NA,NA,2024-04-04 14:50:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:55+00:00,2025-06-26 00:38:30+00:00
GSWF,GSWF1B1,wind,operating,203.0,196.0,NA,NA,2024-11-13 09:25:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:55+00:00,2025-09-09 00:23:31+00:00
GRANGEAV,GRANGEAV,bioenergy_biogas,operating,2.0,2.0,NA,0.0774,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2024-12-19 00:54:51+00:00
GRANWF,GRANWF1,wind,operating,110.0,111.0,NA,NA,2020-01-28 12:40:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:53+00:00,2025-05-08 01:29:04+00:00
GREENB,GREENB1G1,battery_discharging,operating,259.2,200.0,400.0,NA,2025-02-13 15:10:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-09 10:26:05+00:00,2025-06-19 02:08:25+00:00
GREENB,GREENB1,battery,operating,259.2,200.0,400.0,NA,2025-02-13 15:10:00+10:00,2025-11-01 12:35:00+10:00,BIDIRECTIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-10-31 03:05:41+00:00,2025-06-19 02:07:53+00:00
GREENB,GREENB1L1,battery_charging,operating,259.2,200.0,400.0,NA,2025-02-11 21:50:00+10:00,2025-11-01 12:30:00+10:00,LOAD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-11-09 10:25:25+00:00,2025-06-19 02:08:09+00:00
GRIFSF,GRIFSF1,solar_utility,operating,27.2,27.0,NA,NA,2018-04-20 15:35:00+10:00,2025-11-01 12:35:00+10:00,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:55+00:00,2024-12-19 01:05:43+00:00
GROSV1,GROSV1,gas_wcmg,operating,21.0,21.0,NA,0.5563,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:55+00:00,2024-12-19 01:10:00+00:00
GROSV2,GROSV2,gas_wcmg,operating,15.21,15.0,NA,0.5717,NA,NA,GENERATOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-10-18 04:34:55+00:00,2025-09-09 04:54:55+00:00
